tahun | type | asb_jenis | tipebangunan_id | klasifikasi_id | nama | spec | price_from | price_to | satuan | standar
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 1 Milyar hingga 1,3 Milyar | 0,101000 x 1 Milyar | 1000000000 | 1300000000 | Dok. | 101000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 1,3 Milyar hingga 1,6 Milyar | 0,101000 x 1,3 Milyar | 1300000000 | 1600000000 | Dok. | 131300000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 1,6 Milyar hingga 1,9 Milyar | 0,101000 x 1,6 Milyar | 1600000000 | 1900000000 | Dok. | 161600000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 1,9 Milyar hingga 2,5 Milyar | 0,101000 x 1,9 Milyar | 1900000000 | 2500000000 | Dok. | 191900000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 2,5 Milyar hingga 3 Milyar | 0,080000 x 2,5 Milyar | 2500000000 | 3000000000 | Dok. | 200000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 3 Milyar hingga 3,5 Milyar | 0,080000 x 3 Milyar | 3000000000 | 3500000000 | Dok. | 240000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 3,5 Milyar hingga 4 Milyar | 0,080000 x 3,5 Milyar | 3500000000 | 4000000000 | Dok. | 280000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 4 Milyar hingga 5 Milyar | 0,080000 x 4 Milyar | 4000000000 | 5000000000 | Dok. | 320000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 5 Milyar hingga 6 Milyar | 0,063000 x 5 Milyar | 5000000000 | 6000000000 | Dok. | 315000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 6 Milyar hingga 7 Milyar | 0,063000 x 6 Milyar | 6000000000 | 7000000000 | Dok. | 378000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 7 Milyar hingga 8 Milyar | 0,063000 x 7 Milyar | 7000000000 | 8000000000 | Dok. | 441000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 8 Milyar hingga 10 Milyar | 0,063000 x 8 Milyar | 8000000000 | 10000000000 | Dok. | 504000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 10 Milyar hingga 13 Milyar | 0,048000 x 10 Milyar | 10000000000 | 13000000000 | Dok. | 480000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 13 Milyar hingga 16 Milyar | 0,048000 x 13 Milyar | 13000000000 | 16000000000 | Dok. | 624000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 16 Milyar hingga 19 Milyar | 0,048000 x 16 Milyar | 16000000000 | 19000000000 | Dok. | 768000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 19 Milyar hingga 25 Milyar | 0,048000 x 19 Milyar | 19000000000 | 25000000000 | Dok. | 912000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 25 Milyar hingga 30 Milyar | 0,037000 x 25 Milyar | 25000000000 | 30000000000 | Dok. | 925000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 30 Milyar hingga 35 Milyar | 0,037000 x 30 Milyar | 30000000000 | 35000000000 | Dok. | 1110000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 35 Milyar hingga 40 Milyar | 0,037000 x 35 Milyar | 35000000000 | 40000000000 | Dok. | 1295000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 40 Milyar hingga 50 Milyar | 0,037000 x 40 Milyar | 40000000000 | 50000000000 | Dok. | 1480000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 50 Milyar hingga 60 Milyar | 0,028000 x 50 Milyar | 50000000000 | 60000000000 | Dok. | 1400000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 60 Milyar hingga 70 Milyar | 0,028000 x 60 Milyar | 60000000000 | 70000000000 | Dok. | 1680000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 70 Milyar hingga 80 Milyar | 0,028000 x 70 Milyar | 70000000000 | 80000000000 | Dok. | 1960000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 80 Milyar hingga 100 Milyar | 0,028000 x 80 Milyar | 80000000000 | 100000000000 | Dok. | 2240000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 100 Milyar hingga 130 Milyar | 0,020800 x 100 Milyar | 100000000000 | 130000000000 | Dok. | 2080000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 130 Milyar hingga 160 Milyar | 0,020800 x 130 Milyar | 130000000000 | 160000000000 | Dok. | 2704000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 160 Milyar hingga 190 Milyar | 0,020800 x 160 Milyar | 160000000000 | 190000000000 | Dok. | 3328000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 190 Milyar hingga 250 Milyar | 0,020800 x 190 Milyar | 190000000000 | 250000000000 | Dok. | 3952000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 250 Milyar hingga 300 Milyar | 0,018000 x 250 Milyar | 250000000000 | 300000000000 | Dok. | 4500000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 300 Milyar hingga 350 Milyar | 0,018000 x 300 Milyar | 300000000000 | 350000000000 | Dok. | 5400000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 350 Milyar hingga 400 Milyar | 0,018000 x 350 Milyar | 350000000000 | 400000000000 | Dok. | 6300000000
2023 | perencanaan | 1 | 1 | 1 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 400 Milyar hingga 500 Milyar | 0,018000 x 400 Milyar | 400000000000 | 500000000000 | Dok. | 7200000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 100 juta hingga 150 juta | 0,065600 x 100 juta | 100000000 | 150000000 | Dok. | 6560000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 150 juta hingga 200 juta | 0,098400 x 150 juta | 150000000 | 200000000 | Dok. | 14760000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 200 juta hingga 250 juta | 0,131200 x 200 juta | 200000000 | 250000000 | Dok. | 26240000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 250 juta hingga 300 juta | 0,164000 x 250 juta | 250000000 | 300000000 | Dok. | 41000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 300 juta hingga 350 juta | 0,164000 x 300 juta | 300000000 | 350000000 | Dok. | 49200000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 350 juta hingga 400 juta | 0,164000 x 350 juta | 350000000 | 400000000 | Dok. | 57400000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 400 juta hingga 500 juta | 0,164000 x 400 juta | 400000000 | 500000000 | Dok. | 65600000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 500 juta hingga 600 juta | 0,135000 x 500 juta | 500000000 | 600000000 | Dok. | 67500000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 600 juta hingga 700 juta | 0,135000 x 600 juta | 600000000 | 700000000 | Dok. | 81000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 700 juta hingga 800 juta | 0,135000 x 700 juta | 700000000 | 800000000 | Dok. | 94500000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 800 juta hingga 1 Milyar | 0,135000 x 800 juta | 800000000 | 1000000000 | Dok. | 108000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 1 Milyar hingga 1,3 Milyar | 0,111000 x 1 Milyar | 1000000000 | 1300000000 | Dok. | 111000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 1,3 Milyar hingga 1,6 Milyar | 0,111000 x 1,3 Milyar | 1300000000 | 1600000000 | Dok. | 144300000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 1,6 Milyar hingga 1,9 Milyar | 0,111000 x 1,6 Milyar | 1600000000 | 1900000000 | Dok. | 177600000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 1,9 Milyar hingga 2,5 Milyar | 0,111000 x 1,9 Milyar | 1900000000 | 2500000000 | Dok. | 210900000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 2,5 Milyar hingga 3 Milyar | 0,091000 x 2,5 Milyar | 2500000000 | 3000000000 | Dok. | 227500000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 3 Milyar hingga 3,5 Milyar | 0,091000 x 3 Milyar | 3000000000 | 3500000000 | Dok. | 273000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 3,5 Milyar hingga 4 Milyar | 0,091000 x 3,5 Milyar | 3500000000 | 4000000000 | Dok. | 318500000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 4 Milyar hingga 5 Milyar | 0,091000 x 4 Milyar | 4000000000 | 5000000000 | Dok. | 364000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 5 Milyar hingga 6 Milyar | 0,073000 x 5 Milyar | 5000000000 | 6000000000 | Dok. | 365000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 6 Milyar hingga 7 Milyar | 0,073000 x 6 Milyar | 6000000000 | 7000000000 | Dok. | 438000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 7 Milyar hingga 8 Milyar | 0,073000 x 7 Milyar | 7000000000 | 8000000000 | Dok. | 511000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 8 Milyar hingga 10 Milyar | 0,073000 x 8 Milyar | 8000000000 | 10000000000 | Dok. | 584000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 10 Milyar hingga 13 Milyar | 0,058000 x 10 Milyar | 10000000000 | 13000000000 | Dok. | 580000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 13 Milyar hingga 16 Milyar | 0,058000 x 13 Milyar | 13000000000 | 16000000000 | Dok. | 754000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 16 Milyar hingga 19 Milyar | 0,058000 x 16 Milyar | 16000000000 | 19000000000 | Dok. | 928000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 19 Milyar hingga 25 Milyar | 0,058000 x 19 Milyar | 19000000000 | 25000000000 | Dok. | 1102000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 25 Milyar hingga 30 Milyar | 0,046000 x 25 Milyar | 25000000000 | 30000000000 | Dok. | 1150000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 30 Milyar hingga 35 Milyar | 0,046000 x 30 Milyar | 30000000000 | 35000000000 | Dok. | 1380000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 35 Milyar hingga 40 Milyar | 0,046000 x 35 Milyar | 35000000000 | 40000000000 | Dok. | 1610000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 40 Milyar hingga 50 Milyar | 0,046000 x 40 Milyar | 40000000000 | 50000000000 | Dok. | 1840000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 50 Milyar hingga 60 Milyar | 0,036400 x 50 Milyar | 50000000000 | 60000000000 | Dok. | 1820000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 60 Milyar hingga 70 Milyar | 0,036400 x 60 Milyar | 60000000000 | 70000000000 | Dok. | 2184000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 70 Milyar hingga 80 Milyar | 0,036400 x 70 Milyar | 70000000000 | 80000000000 | Dok. | 2548000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 80 Milyar hingga 100 Milyar | 0,036400 x 80 Milyar | 80000000000 | 100000000000 | Dok. | 2912000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 100 Milyar hingga 130 Milyar | 0,028000 x 100 Milyar | 100000000000 | 130000000000 | Dok. | 2800000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 130 Milyar hingga 160 Milyar | 0,028000 x 130 Milyar | 130000000000 | 160000000000 | Dok. | 3640000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 160 Milyar hingga 190 Milyar | 0,028000 x 160 Milyar | 160000000000 | 190000000000 | Dok. | 4480000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 190 Milyar hingga 250 Milyar | 0,028000 x 190 Milyar | 190000000000 | 250000000000 | Dok. | 5320000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 250 Milyar hingga 300 Milyar | 0,023200 x 250 Milyar | 250000000000 | 300000000000 | Dok. | 5800000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 300 Milyar hingga 350 Milyar | 0,023200 x 300 Milyar | 300000000000 | 350000000000 | Dok. | 6960000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 350 Milyar hingga 400 Milyar | 0,023200 x 350 Milyar | 350000000000 | 400000000000 | Dok. | 8120000000
2023 | perencanaan | 1 | 1 | 2 | Perencanaan Konstruksi Fisik Pembangunan Gedung / Rumah Negara Tidak Sederhana dengan Biaya Konstruksi Fisik dari 400 Milyar hingga 500 Milyar | 0,023200 x 400 Milyar | 400000000000 | 500000000000 | Dok. | 9280000000
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 100 juta hingga 150 juta | 0,039078 x 100 juta | 100000000 | 150000000 | Dok. | 3907800
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 150 juta hingga 200 juta | 0,058617 x 150 juta | 150000000 | 200000000 | Dok. | 8792550
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 200 juta hingga 250 juta | 0,078156 x 200 juta | 200000000 | 250000000 | Dok. | 15631200
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 250 juta hingga 300 juta | 0,097695 x 250 juta | 250000000 | 300000000 | Dok. | 24423750
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 300 juta hingga 350 juta | 0,097695 x 300 juta | 300000000 | 350000000 | Dok. | 29308500
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 350 juta hingga 400 juta | 0,097695 x 350 juta | 350000000 | 400000000 | Dok. | 34193250
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 400 juta hingga 500 juta | 0,097695 x 400 juta | 400000000 | 500000000 | Dok. | 39078000
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 500 juta hingga 600 juta | 0,080535 x 500 juta | 500000000 | 600000000 | Dok. | 40267500
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 600 juta hingga 700 juta | 0,080535 x 600 juta | 600000000 | 700000000 | Dok. | 48321000
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 700 juta hingga 800 juta | 0,080535 x 700 juta | 700000000 | 800000000 | Dok. | 56374500
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 800 juta hingga 1 Milyar | 0,080535 x 800 juta | 800000000 | 1000000000 | Dok. | 64428000
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 1 Milyar hingga 1,3 Milyar | 0,065650 x 1 Milyar | 1000000000 | 1300000000 | Dok. | 65650000
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 1,3 Milyar hingga 1,6 Milyar | 0,065650 x 1,3 Milyar | 1300000000 | 1600000000 | Dok. | 85345000
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 1,6 Milyar hingga 1,9 Milyar | 0,065650 x 1,6 Milyar | 1600000000 | 1900000000 | Dok. | 105040000
2023 | perencanaan | 2 | 1 | 1 | Perencanaan Konstruksi Fisik Perawatan Gedung / Rumah Negara Sederhana dengan Biaya Konstruksi Fisik dari 1,9 Milyar hingga 2,5 Milyar | 0,065650 x 1,9 Milyar | 1900000000 | 2500000000 | Dok. | 124735000
